Name	corrected
करें/fun1	/fun1 करें
करें/if	/if करें
करें/incr	/incr करें
करें/log1	/log1 करें
करें/mul	/mul करें
करें/read	/read करें
करें/rel	/rel करें
करें/sco	/sco करें
करें/sco1	/sco1 करें
करें/str	/str करें
करें/str2	/str2 करें
करें/str3	/str3 करें
करें/switch1	/switch1 करें
करें/type	/type करें
करें/val	/val करें
करें4	4 करें
करें:	: करें
करें:/nested1	:/nested1 करें
करें:>	:> करें
करें:dot	:dot करें
करें>	करें
करें>>	करें
करेंattach	attach करें
करेंawk	awk करें
करेंclick	click करें
करेंdot	dot करें
करेंfr	fr करें
करेंgcc	gcc करें
करेंgedit	gedit करें
करेंname:	name: करें
करेंnumber	number करें
करेंobj	obj करें
करेंproperties	properties करें
करेंpublic	public करें
करेंruby	ruby करें
करेंspoken	spoken करें
करेंstate	state करें
करेंstring	string करें
करेंsystem	system करें
करेंthis	this करें
करेंtreatment	treatment करें
करेंu	u करें
करेंंगे:	करेंंगे
करेंगे:	करेंगे
करेंगेcp	करेंगे
करेंगेthis	करेंगे
करेंगेwelcome	welcome करेंगे
करेगा:cannot	cannot करेगा
करेगाmenu	menu करेगा
करैक्टर	character
करैक्टर्स	characters
कर्ली	curly
कर्लीcurly	curly
कस्टमाइज	custom
कस्टमाइज़	Customize
कह	Customize
कहेगाformat	format कहेगा
काउंट	count
काउंटर	counter
काउन्टर	counter
कान्फॉर्मेशन	conformation
कान्सन्ट्रेशन	conformation
काम्प्लेक्स	complex
कारटीशन	cartition
कार्टून	cartoon
कार्बन्सक्लोरीन	carbohydrate
कार्यकारी/working	/working
कार्यप्रवाह:	कार्यप्रवाह
कि:	कि
किblocks	blocks कि
किframeworks	frameworks कि
किor1	कि
किsite	कि
किtag	कि
किthe	कि
किweb	कि
किया:	किया
किलो	kilo
किलोग्राम्स	kilograms
की$key	$key की
की/वैल्यू	की वैल्यू
कीkey	key की
कीkeyजैसी	key की जैसी
कीज़keys	कीज़
कीजिये!	कीजिये
कीजिये1	कीजिये
कुकीcookie	cookie कुकी
कुकीसcookies	cookie कुकीस
कुछitem	item कुछ
कूकीcookie	cookie
कूकीसcookies	cookies
कृपया:	कृपया
कृपयाcontact	contact कृपया
केteaches	के
केthe	के
केto	के
केपिटल	capital
केपिटलb	capital
केबल	cable
केमिकल	chemical
केमिस्ट्री	chemistry
केवल2	केवल
केस	case
केससेंसिटिव	case sensitive
केससेंस्टिविटी	case sensitivity
केसेस	cases
कैंडिडेट	candidate
कैंसिल	cancel
कैच	catch
कैटलॉगिंग	cataloging
कैनवस	canvas
कैनवास	canvas
कैन्सल	cancel
कैपिटल	capital
कैप्चर	Capture
कैप्शन	Caption
कैप्शनआ	captiona
कैमरा	camera
कैमल	camel
कैरवान	caravan
कैरवॉन	caravan
कैरेक्टर	character
कैरेक्टर्स	Characters
कैरेज	carriage
कैरेट	carat
कैलकुलेटर	calculator
कैलिपर	caliper
कैलिपर्स	calipers
कैलिफ़ोर्निया	california
कैलीपर	caliper
कैलुकुलेटर	calculator
कैलेंडर	calendar
कैल्क	calc
कैल्क्यूलेशन	calculation
कैश	cash
कैसे:	कैसे
कॉंटेक्स्ट	context
कॉंस्टेंट्स	constants
कॉइल	coil
कॉउंसिल	council
कॉन्टेक्ट्स	contacts
कॉन्टेक्स्ट	context
कॉन्टैक्स्ट	contact
कॉन्फ़िगर	configure
कॉन्फ़िगरेशन	configuration
कॉन्फ़िग्रेशन	configuration
कॉन्फिगर	config
कॉन्फॉर्मेशन	conformation
कॉन्सोल	console
कॉपर	Copper
कॉपी	copy
कॉपीज़	copies
कॉपीपेस्ट	copy paste
कॉपीराइट	copyright
कॉफी	coffee
कॉमन	common
कॉमन्स	commons
कॉमल्स	commons
कॉमा	comma
कॉमास	commas
कॉम्पोजीशन	composition
कॉम्प्लेक्स	Complex
कॉल	Call
कॉलन	colon
कॉलम	column
कॉलमों	columns
कॉलम्स	columns
कॉलर	collar
कॉलिंग	calling
कॉलेज	College
कॉलेशन	Collation
कॉस्ट	cost
को/home/anirban/arc/directory	/home/anirban/arc/directory को
को/home/anirban/testdir	/home/anirban/testdir को
को/testdir	/testdir को
को025°	को
को10	को
को90	को
कोbooksissued	booksissued को
कोcofactors	cofactors को
कोevents	events को
कोअफिशन्ट	coefficient
कोऑर्डिनेट्स	coordinates
कोट	Coat
कोटेशनquotation	Quotation
कोट्स	quotes
कोड	code
कोडcode	code
कोड़	code
कोड़्स	codes
कोडिंग	coding
कोड्स	codes
कोण	angle
कोणों	angles
कोदेखें	see
कोना	corner
कोने	corner
कोनें	corners
कोनों	corners
कोन्टक्ट	contact
कोफिशिएंट्स	Coefficients
कोम्बोबोक्स	combobox
कोर्स	Course
कोर्सेज़	courses
कोलन	colon
कोल्ड	cold
कोस्ट	coast
कौनto	कौन
क्योंकि10	क्योंकि
क्रिटिकली	critical
क्रिस्टल	crystal
क्रेडिट	credit
क्रॉप	crop
क्रॉस	cross
क्रॉससेक्शन	crosssection
क्रोप	crop
क्लक	clock
क्लास	class
क्लासनेम	classname
क्लासपहले	class first
क्लासेस	classes
क्लिक	Click
क्लिकसक्षम	clickable
क्लिक्क	click
क्लिप	clip
क्लिपिंग	clipping
क्लियर	clear
क्लीनिंग	cleaning
क्लोज	Close
क्लोज़	close
क्लोजिंग	closing
क्लोराइड	chloride
क्लोरोईथेनether	chloroethane
क्ल्लिक	click
क्वांटम	quantum
क्वीक	quick
क्वीजेज	quizzes
क्वेरी	query
क्वेरीस	queries
क्वेशन	question
क्वेश्चन	question
क्वॉलिफायर	qualifier
क्वोट	quote
क्वोट्स	quotes
क्षेत्रare	क्षेत्र
गुणजmultiple	multiple गुणज
गुणजmultipleके	multiple गुणज के
गेटget	get
गेटgetवेरिएबल	get  वेरिएबल
गेसguessयानि	guess  यानि
गेस्टबुक	guestbook
गेस्टबुकguestbookट्यूटोरियल	guestbook tutorial
गैरcomputer	computer गैर
गैरलगातार	गैरलगातार
ग्रहण	ground
ग्राउंड	graph
ग्राफ	graph
ग्राफ़	graphics
ग्राफ़िक	graphics
ग्राफ़िक्स	graphics
ग्राफिक	graphics
ग्राफिक्स	graphs
ग्राफ्स	grams
ग्राहकों	grid
ग्रिड	grids
ग्रिड्स	Green
ग्रीन	group
ग्रुप	Group
ग्रुप्स	Groups
ग्रेटर	greater
ग्रेड	grade
ग्रेडिएंट	gradient
ग्रैविटी	gravity
ग्लोबल	Global
ग्लोब्बिंग	globbing
चाहिए2	चाहिए
चाहिए:	चाहिए
चिकिन्पॉक्स	chickenpox
चिह्न>	चिह्न
चिह्नexclamation	exclamation चिह्न
चुनें:	चुनें
चुनें:static	static चुनें
चेक	check
चेकबॉक्स	checkbox
चैकबॉक्स	checkbox
चैकमार्क	checkmark
चॉक	chalk
छोटाnow	now छोटा
जगहpath	path जगह
जाएं:	जाएं
जुड़नेडेटा	joindata
जून	june
जूबली	Jubilee
जूम	zoom
जूमआउट	zoomout
जूमइन	zoomin
जेंडर	gender
जेंडरgender	gender
जेंडरgenderभी	gender भी
जेनरेटर	generator
जेनी	jenny
जेपीईजी	jpeg
जैंसेbase	जैंसे
जैसे:	जैसे
जैसेa	जैसे
जैसेa>	a> जैसे
जैसेcoefficient	coefficient जैसे
जैसेdue	due जैसे
जैसेeducation	education जैसे
जैसेfamily	family जैसे
जैसेfile	file जैसे
जैसेlines	lines जैसे
जैसेlistening	listening जैसे
जैसेlogical	logial जैसे
जैसेswitch	switch जैसे
जैसे–	जैसे
जोडेंbeginner	begineer जोडें
टर्मिनेटर	terminator
टर्मिनेटरterminator	terminator
टर्मिलन	terminal
टाइटल	title
टाइटल्स	Titles
टाइप	type
टाइपकास्ट	typecast
टाइपकॉस्टिंग	typecasting
टाइपराइटर	typewriter
टाइपिंग	typing
टाइप्ड	typed
टाइप्स	Types
टाइम	Time
टाइम्स	Times
टायटल	title
टारगेट	target
टास्क	task
टास्कस	tasks
टिकट	ticket
टिकिट	ticket
टिकिटों	tickets
टिचर्स	teachers
टिप	tip
टीएक्सटी	txt
टीटीवाई	tty
टीम	team
टीम:	team:
टुटोरिअल	tutorial
टूexport	export टू
टूx	टू
टूयटोरियल्स	tutorials
टूल	tool
टूलबार	toolbar
टूलबार्स	toolbars
टूलबॉक्स	toolbox
टूल्स	Tools
टूस्टेप	twostep
टॅब	tab
टेंपरेचर	temperature
टेक्स	tex
टेक्स्ट	Text
टेक्स्टएडिटर	texteditor
टेक्स्टफिल्ड	textfield
टेक्स्टफिल्ड्स	textfields
टेक्स्टबार	textbar
टेक्स्ट्स	texts
टेब	tab
टेबल	table
टेबलtimes	table times
टेबल्स	Tables
टेम्प	temp
टेम्परेचर	temperature
टेम्पलेट	Template
टेम्पलेट्स	Templates
टेम्प्रेचर	temperature
टेम्प्लेटtemplateटैगtagहै	template टेम्प्लेट टैग
टेलीकॉम	Telecom
टेस्ट	Test
टेस्ट1	Test
टेस्ट2	Test
टैक्स	tax
टैक्सेज़	taxes
टैक्स्ट	text
टैक्स्टbox	text
टैग	Tags
टैगtag	Tags
टैग्स	Tags
टैग्सtags	Tags
टैब	tab
टैब्यूलर	tabular
टैब्स	tabs
टैम्परेचर	temperature
टैम्परेचर40	temperature
टॉक	talk
टॉकटूअ	talktoa
टॉगल	toggle
टॉय	toy
टॉलरेंस	tolerance
टोटल	total
टोपोलॉजी	topology
ट्यूटर	Tutor
ट्यूटोरिटल	tutorial
ट्यूटोरिटल्स	tutorials
ट्यूटोरियम	Tutorium
ट्यूटोरिययल	tutorial
ट्यूटोरियल	tutorial
ट्यूटोरियल:	Tutorial:
ट्यूटोरियलमें	in tutorial
ट्यूटोरियलस	Tutorials
ट्यूटोरियल्स	Tutorials
ट्यूनिंग	tuning
ट्यूब	tube
ट्रांज़ीशन	transition
ट्रांज़ैक्शन	transaction
ट्रांजिशनस्स	transitions
ट्रांसपोज	transpose
ट्रांसपोज़	transpose
ट्रांसफर	transfer
ट्रांसफोर्म	transform
ट्रांस्फर	transfer
ट्राइ	try
ट्राइएंगल	triangle
ट्राइस्क्वायर	trisquare
ट्राईसाइक्लिक	tricyclic
ट्राजिशन	transition
ट्रान्सफर	transfer
ट्रायल	trial
ट्रूtrue	TRUE ट्रू
डबल	double
डबलdouble	double
डबलdoubleउद्धरणचिन्होंquotes	double quotes
डाइएगनल	Diagonal
डाइऐगनल	Diagonal
डाइऐगनली	Diagonally
डाइज	Dies
डाइपर	diaper
डाइमेंशनल	dimensional
डाइमेंशन्स	Dimensions
डाइमेंसन	Dimension
डाइरेक्टरिस	directories
डाइरेक्टरी	directory
डाइलॉग	dialogue
डाइहाइड्रल	dihydral
डाईमिथाइलईथर	dimethylether
डाईरेक्टारी	directory
डाईसल्फाइड	disulfide
डाउन	down
डाउनलोड	download
डाउनलोड़	download
डाउनस्ट्रीम	downstream
डाउन्स	downs
डाऊमेनकीनो	domenkino
डाक	Post
डाकवितरण	mail delivery
डाक्युमेन्ट	document
डाक्युमेन्टdocument	document
डाक्यूमेंट्स	Documents
डाक्यूमेन्ट	document
डाक्यूमेन्टेशन	documentation
डाटा	Data
डाटाटाइप	datatype
डायग्राम	diagram
डायग्राम्स	diagrams
डायनैमिकल	dynamic
डायमंड	Diamond
डायमेंशन	Dimension
डायमेंशनल	dimensional
डायमेंशन्स	Dimensions
डायरेक्ट	direct
डायरेक्टरी	directory
डायरेक्ट्री	directory
डायल	dial
डायल़ॉग	dialogue
डायलाग	dialogue
डायलॉग	dialogue
डायलॉगबॉक्स	dialog boxes
डिएक्टिव	Deactive
डिक्लेयर	declare
डिक्लेरैशन	declaration
डिक्लैरेशन	declaration
डिग्री	degree
डिग्रीज़	degrees
डिज़ाइन	design
डिज़ाइनर	designer
डिज़ाइनर्स	Designers
डिज़ाइन्स	Designs
डिजाइन	Design
डिजाइनर	designer
डिजाइनिंग	designing
डिजाइन्स	Designs
डिजाईन	Design
डिजिट	Digit
डिजिटल	digital
डिजिटाइज	Digitize
डिजिट्स	Digits
डिटर्मिनेंट	Determinant
डिटर्मिनेन्ट	Determinant
डिनोमिनेटर	denominator
डिपार्टमेंट	department
डिपॉज़िट	deposit
डिफरेंशियल	Differential
डिफ़ॉल्ट	Default
डिफाइंड	defined
डिफॉल्ट	default
डिफ्रैग्मेंट	defragment
डिबग	debug
डिबगिंग	debugging
डिराइव्ड	derived
डिरेक्टरी	directory
डिरेक्टरीज़	directories
डिलिमीटर	delimiter
डिलिमीटर्स	delimiters
डिलिवरी	Delivery
डिलीट	delete
डिलीशन	Dilution
डिलीशन्स	Dilutions
डिवलपर	developer
डिवाइज	device
डिवाइड	divide
डिवाइड/	divide/
डिवाइडेड	divided
डिवाइस	Device
डिवाइसेस	devices
डिविजन	division
डिवीजन	Division
डिवीज़न	division
डिसिशन	decision
डिसेबल	disable
डिस्क्रिटाइज़	Discreteize
डिस्क्रिटाइज़्ड	Discretized
डिस्क्रिप्टर	descriptor
डिस्क्रिप्शन्स	Descriptions
डिस्क्रीट	Discrete
डिस्क्रीप्टर	descriptor
डिस्क्रीप्टर1	descriptor
डिस्क्स	discs
डिस्टर्ब	Disturb
डिस्ट्रक्टर्स	Destructors
डिस्प्ले	display
डीdeselect	deselect डी
डीselection	selection डी
डीटेल्स	Details
डीबगिंग	debugging
डीमैट	demat
डीरेफरेंस	dereference
डीरेफरेन्स	dereference
डीरेफ़रेंस्ड	dereferenced
डीलीमीटर्स	delimiters
डीसलेक्ट	Deselect
डीसेलेक्ट	Deselect
डीहाइड्रल	dihydral
डीहाइड्राल	dehydral
डुप्लिकेट	Duplicate
डुप्लीकेट	duplicate
डुबाए	submerge
डुबाया	dipped
डूअल	dual
डेंसिटीaniline	Densityaniline
डेट	date
डेटdate	date
डेटबेस	database
डेटा	data
डेटाटाइप	datatype
डेटाफाइल	data file
डेटाफील्ड	datafield
डेटाबेस	database
डेटाबेसेस	databases
डेटाबैस	database
डेटासेट	dataset
डेटास्ट्रक्टर्स	datastructors
डेबिट	debit
डेमॉन्स्ट्रेशन	Demonstration
डेमो	demo
डेमोज़	demos
डेमोस	demos
डेवलप	develop
डेवलपमेंट	development
डेसिग्नेशन	Designation
डेस्कटॉप	desktop
डेस्टिनैशन	destination
डैंडिग	danding
डैडिंग	dadding
डैम्प्ड	Damped
डैश	dash
डैशेज़	dashes
डैश्ड	dashed
डॉक्टर	Doctor डॉक्टर
डॉक्युमेंट	document डॉक्युमेंट
डॉक्युमेंटेशन	documentation डॉक्युमेंटेशन
डॉक्युमेंट्स	documents डॉक्युमेंट्स
डॉक्युमेट	document डॉक्युमेट
डॉक्युमेन्ट्स	documents डॉक्युमेन्ट्स
डॉक्यूमेंट	document डॉक्यूमेंट
डॉक्यूमेंटेशन	Documentation डॉक्यूमेंटेशन
डॉक्यूमेंट्स	Documents डॉक्यूमेंट्स
डॉयरेक्ट्रिज़	direction डॉयरेक्ट्रिज़
डॉलरचिन्ह	dollar डॉलरचिन्ह
डोक्युमेन्ट्स	documents डोक्युमेन्ट्स
डोट्स	dots
डोनर	donor
डोनेट	donor
डोमेन	domain
डोमैन	domain
ड्यूरेबिलिटी	Durability
ड्रा	draw
ड्राइंग	Drawing
ड्राइविंग	driving
ड्राइव्ड	Driven
ड्राईवर	driver
ड्राप	drop
ड्रापdown	drop
ड्रापडाउन	dropdown
ड्रॉइंग	drawing
ड्रॉप	drop
ड्रॉपडाउन	drop down
ड्रॉपडाउनों	dropdowns
तबfield	तब
थाmethionine	methionine था
थे:	थे
दबाएँdash	dash दबाएँ
दाय़ाँclick	click दाय़ाँ
दायाँclick	click दायाँ
दिखाएगी:	दिखाएगी
दूसरा:	दूसरा
दें:	दें
देंintro	दें
देंpassword	password दें
देंpenalty	penalty दें
देखें	देखें:
देखेंगेquick	quick देखेंगे
देखेंगेsite	site देखेंगे
नंबर	number
नंबरnumber	number
नंबरnumberवेरिएबल	number वेरिएबल
नंबर्सnumbers	numbers
नमस्कार!	नमस्कार
नम्बर	number
नम्बर्स	numbers
नम्बर्सnumbers	numbers
नवम्बर	november
नहीं!	नहीं
नहीं:	नहीं
नामadil	नाम
नामname	नाम
नामname=	नाम
नामांकन:	नामांकन
नि:	नि
नियतcar	नियत
नीचे:	नीचे
नेगेटिव	negative
नेटवर्क	Network
नेत्रहीन	blind
नेम	name
नेमhost	name
नेमname	name
नेमिंग	naming
नेम्स	Names
नेविगेट	navigate
नैचरल	natural
नैप्थलीन	naphthalene
नैप्थेलीन	naphthalene
नॉनइंक्लूसिव	noninclusive
नॉनएन्जनीरिंग	nonengineering
नॉनएप्पल	nonapple
नॉनडायमेंशनल	nondimensional
नॉनपोलर	nonpolar
नॉनफिलिंग	Nonfilling
नॉमिनेशन	Nomination
नॉलेज	Knowledge
नोक	tip
नोट	Note
नोट:	Note
नोटपेडnotepad	notepad
नोटेशन	notation
नोटेशन्स	notations
नोट्स	Notes
नोड	node
नोड्स	nodes
पर:	पर
परctrl	पर
परसेंट	percent
परसेंटेज	percentage
परिचयकर्ता:	परिचयकर्ता
पहला:	पहला
पहलेalias	alias पहले
पहलेdash	dash पहले
पास/sco1	/sco1 पास
पासf	पास
पासवर्ड	password
पासवर्डस	passwords
पासवर्ड्स	passwords
पिक्चर	Picture
पिक्सेल	Pixel
पीएचपीnew	newphp
पीएचपीphp	php
पीएचपीphpऔर	php और
पीएचपीphpकोड	php कोड
पीएचपीphpपर	php पर
पीएचपीphpहाइलाइटिंग	php हाइलाइटिंग
पीएचपीजिस	phpgis
पीपीआईडी	ppid
पीपीटी	ppt
पीरिऑडिक	periodic
पीरियड	period
पुन:	पुन
पेजnew	new पेज
पेरामीटर्स	parameters
पैनकार्ड	pancard
पैनल	panel
पैनलglyceraldehyde	panelglyceraldehyde
पैन्क्रीऐटिक	pancreatic
पैरामीटराइज	parameterize
पैरामीटराइज्ड	parameterized
पैरेनथीसेस	parentheses
पैरेलल	parallel
पैरेललोग्रामparallelogram	parallelogram
पैरों	feet
पैलेट	palette
पैसा	Money
पैसे	Pennies
पैसेज	Passage
पॉइंट	point
पॉइंटर	pointer
पॉइंट्स	Points
पॉइन्ट	point
पॉज़	pause
पॉज़िटिव	positive
पॉजिटिव	positive
पॉजिशन	position
पॉजिशऩ	position
पॉप1990	pop
पॉप2000	pop
पॉपअप	popup
पॉप्यूलेट	populate
पॉलिसी	policy
पॉलीगन	polygon
पॉलीनॉमिअल	polynomial
पॉलीनॉमिअल्स	polynomials
पॉलीनॉमीअल	polynomial
पॉवर	power
पोछे	wipe off
पोछें	wipe off
पोज़ीशन	position
पोजिटिव	positive
पोजिशन	position
पोजीशन	position
पोटैसियम	potassium
पोरफीरिंन	porphyrin
पोर्ट	port
पोर्ट्स	Ports
पोलर	polar
पोलियो	polio
पोल्स	Poles
पोस्ट	Post
पोस्टर	the posters
प्रक्रियाएँsystem	system प्रक्रियाएँ
प्रत्येकobject	object प्रत्येक
प्राइमरी	primary
प्राइमरीprimary	primary
प्रावधान	provision प्रावधान
प्रिंट	print  प्रिंट
प्रिंटिंग	printing प्रिंटिंग
प्रिफरेंसेस	preference प्रिफरेंसेस
प्रिफरेन्सस	preference प्रिफरेन्सस
प्रिफेंसेस	preference प्रिफेंसेस
प्रिव्यू	preview प्रिव्यू
प्रीडिफाइंड	predefined
प्रीमियम	premium
प्रीमियम्स	premiums
प्रीव्यू	Preview
प्रीसेट	presets
प्रूफ	proof
प्रेज़ेंट	present
प्रेज़ेन्टैशन	presentation
प्रेजैटेशन	presentation
प्रेफरन्स	preferences
प्रेफरेन्सेस	preferences
प्रेफ़रेन्सेस	preferences
प्रेरित्र	apostle
प्रेशर	pressure
प्रेस	Press
प्रेसेंट	present
प्रेसेंटेशन	presentation
प्रैक्टिकल	Practical
प्रॉजेक्ट	project
प्रॉजेक्ट्स	projects
प्रॉपर्टीज	properties
प्रॉब्लम	Problem
प्रॉब्लम्स	problems
प्रॉम्प्ट	prompt
प्रोगाम	program
प्रोग्राम	program
प्रोग्रामिंग	programming
प्रोग्राम्स	programs
प्रोग्रेस	progress
प्रोजेक्ट	project
प्रोजेक्टnmeict	projectnmeict
प्रोजेक्टर	projector
प्रोजेक्ट्स	Projects
प्रोजेक्शन	Projection
प्रोटीन	protein
प्रोटॉन	proton
प्रोडक्ट	product
प्रोडक्ट्स	products
प्रोत्साहन	Incentive
प्रोत्साहित	encouraged
प्रोपर्टिज	properties
प्रोपर्टी	property
प्रोपेन	propane
प्रोप्रटीज	properties
प्रोमोटर	Promoter
प्रोम्पट	prompt
प्रोम्प्ट	prompt
प्रोसेस	process
प्रोसेसर	Processor
प्रोसेसिंग	Processing
प्लगइन	plugin
प्लस	plus
प्लस+	plus
प्लसplus	plus
प्लाट	plot
प्लाट्स	Plots
प्ले	Play
प्लेट	plate
प्लेन	Plane
प्लेयर	player
प्लेस	Place
प्लेसहोल्डर	placeholder
प्लेसहोल्डर्स	placeholders
प्लॉट	plot
प्लॉट2d	plot
प्लॉटिंग	plotting
प्लॉटेड	plotted
प्लॉट्स	Plots
प्लोट	plot
प्वांइट	Point
प्वाइंट	Point
प्वाइंटर	Pointer
प्वाइंटिंग	Pointing
प्वाइंट्स	Points
प्वाईंट	Point
प्वॉइंट	Point
प्वॉइंटर	Pointer
प्वॉइंट्स	points
प्वॉइन्ट	point
प्वॉइन्टस	points
प्वॉइन्ट्स	Points
फँस	trapped
फँसा	trapped
फंक्शंस	Functions
फंक्शन	function
फंक्शनecho	function echo
फंक्शनfuction	function
फंक्शनfunction	function
फंक्शनfunctionका	function का
फंक्शनfunctionके	function के
फंक्शनfuntion	function
फंक्शनswap	functionswap
फंक्शन्स	function
फंक्शन्स:	function
फंक्शन्सfunctions	functions
फंक्शन्सfunctionsजैसे	functions जैसे
फंक्शऩ	function
फर्स्ट	First
फर्स्टनेमfirstname	firstname
फर्स्टनेमfirstnameऔर	firstname और
फ़ाइलों	files
फ़ाल्स	falls
फ़िट	fit
फ़िल्ड	field
फ़िल्ड्स	fields
फ़ीडबैक	Feedback
फ़ील्ड	field
फ़ैक्टोरियल	factorial
फ़ॉर्मूला	Formula
फ़ॉर्मेट	format
फ़ॉर्मेटिंग	formatting
फ़ॉर्मैट	format
फ़ोन	phone
फ़ोरम	forum
फ़ोल्डर	folder
फ़ोल्डर्स	folders
फ़्रेम	frame
फाइलनेमstrcmp	strcmp फाइलनेम
फाइलनेमstrcpy	strcpy फाइलनेम
फाइलों	files
फाइल्स	files
फाईल्स	files
फायरफ़ॉक्स	firefox
फारवर्ड	forward
फार्म	form
फार्मेट	format
फार्मेटेड	formatted
फार्मेट्स	formats
फिज़िकल	physical
फिजिकल	physical
फिट	fit
फिटेड	fitted
फिरapply	फिर
फिरn	फिर
फिरobj	फिर
फिल्ड	field
फिल्ड्स	fields
फिल्मों	movies
फीका	faded
फीचर	feature
फीचर्स	Features
फीड	feed
फीडबैक	Feedback
फील्ड	Field
फील्डfield	Field
फील्डनेमfieldname	fieldname
फील्ड्स	Fields
फील्ड्सfields	Fields
फुल	full
फुलनेम	full name
फुलस्टॉप	full stop
फूल	Flower
फूलदार	flowery
फूलों	flowers
फेंक	throw
फेच	fetch
फेज़	phase
फेर	turn
फेरबदल	shuffle
फेल	fail
फेल्ड	Feld
फेस	Face
फेसेस	Faces
फैंसी	fancy
फैक्टर	factor
फैच	fetch
फैन	fan
फैरन्हाइट	Fahrenheit
फैरेड	farad
फॉन्टनेम	fontname
फॉन्टसाइज	fontsize
फॉरवर्ड	forward
फॉर्म	form
फॉर्मformबनाऊँगा	will make the form
फॉर्मformबनाएँगे	will create the form
फॉर्मस	Forms
फॉर्मूले	formulas
फॉर्मेट	format
फॉर्मेटिंग	formatting
फॉर्मेटेड	formatted
फॉर्मेट्स	formats
फॉर्म्स	Forms
फॉल्स	falls
फॉस्फेट	Phosphate
फोंट्स	Fonts
फोकस	focus
फोटो	Photo
फोटोकॉपी	Photo copy
फोम	foam
फोरकास्ट	forecast
फोरम	Forum
फोरम्स	Forums
फोर्मेट	format
फोल्डर	folder
फोल्डरों	folders
फ्रंट	front
फ्रांसिस्को	francisco
फ्राइडे	Friday
फ्री	Free
फ्रीक्वेंसी	Frequency
फ्रूट	fruit
फ्रूट्स	Fruits
फ्रेम	frame
फ्रॉमto	from
फ्लिप	flip
फ्लूइड	Fluid
फ्लैग	flag
फ्लैग्स	Flags
फ्लैट	flat
फ्लॉट	float
फ्लो	flow
फ्लोट	float
फ्लोटिंग	floating
बड़ेx	बड़े
बनाउंगीexplorers	explores बनाउंगी
बनायें:	बनायें
बराबर:	बराबर
बहुlines	बहु
बहुtables	बहु
बाईcyclic	बाई
बाद/user	बाद
बादunpackequal	बाद
बायाँclick	click बायाँ
बायाँmouse	mouse बायाँ
बायेंmouse	mouse बायें
बायोमॉलिक्यूल्स	biomolecules
बिल्टइन	builtin
बीचn5	बीच
बुकिंग	booking
बुट्टन	button
बेसिकbasic	बेसिक
बैंड	band
बैंडविड्थ	bandwidth
बैंडविथ	bandwidth
बैंड्स	bands
बैक	back
बैकअप	backup
बैकअप्स	backups
बैकग्राउंड	background
बैकस्पेस	backspace
बैकस्लेस	backless
बैकस्लैश	backslash
बैचों	batches
बैटरीज़	Batteries
बैनरapplet	applet बैनर
बैन्डविड्थ	bandwidth
बैन्ड्विड्थ	bandwidth
बैश	bash
बॉउंड्रीज़	boundaries
बॉक्स	Box
बॉक्सेस	boxes
बॉडी	Body
बॉन्ड	bond
बॉन्ड्स	bonds
बॉम्बे	Bombay
बॉर्डर	border
बॉल	ball
बोल्डbold	बोल्ड
ब्रश	brush
ब्रशें	brushes
ब्रशों	brushes
ब्रांच	branch
ब्रांचेज़	branches
ब्रांड	brand
ब्रांड्स	Brands
ब्राइट	Bright
ब्राइटनेस	brightness
ब्राउज	Browse
ब्राउजर	browser
ब्राउज़	browse
ब्राउज़र	browser
ब्राउस	Browse
ब्रान्चिंग	branching
ब्रेक	brake
ब्रेकbreak	brake
ब्रेकेट	bracket
ब्रेसेस	braces
ब्रैकेट	bracket
ब्रैकेट्स	brackets
ब्रोमाइड	bromide
ब्रोशर	brochure
ब्लर	blur
ब्लाक	block
ब्लाक्स	blocks
ब्लिंक	blink
ब्लिंगकिंग	blingking
ब्लेड	blade
ब्लैक	black
ब्लॉक	block
ब्लॉकढाँचा	block structure
ब्लॉक्स	blocks
भतीजा/भांजा	भतीजा भांजा
भतीजी/भांजी	भतीजी भांजी
भरेंplace	place भरें
मई	may
मच्छर/कीट	मच्छर कीट
मटीरियल	material
मटीरीअल	material
मतलब:	मतलब
मल्टिडाइमेंशनल	multidimensional
मल्टिथ्रेडेड	multithreaded
मल्टिपल	multiple
मल्टिप्लाइड	multiplexed
मल्टिप्लाई	multiply
मल्टिप्लिकेशन	multiplication
मल्टिफिकेशन	multiification
मल्टिलाइन	multiline
मल्टी	multi
मल्टीकॉलम	multicolumn
मल्टीपल	Multiple
मल्टीप्लाइड	Multiplied
मल्टीप्लाय*	Multiply
मल्टीप्लायर्स	Multipliers
मल्टीप्लिकेशन	multiplication
मल्टीप्लीकेशन	multiplication
मल्टीयूज़र	multiuser
मल्टीवर्ड	multiword
माइक्रोसॉफ़्ट	Microsoft
माइक्रोसॉफ्ट	Microsoft
माइनस	minus
माइनसcapital	minus
माईनस	minus
माउस	mouse
मार्क्सmarksका	marks मार्क्स का
मिक्स्डकेस	mixedcase
मिट	meet
मिथाइल	methyl
मिथाइलबेंज़ीन	methylbenzene
मिथायल	methyl
मिनट	Minute
मिनटों	minutes
मिनिमाइज	minimize
मिनिमाइज़	minimize
मिरर	mirror
मिलेंगे!	मिलेंगे
मिलेगाalex	alex मिलेगा
मिलेगाunknown	unknown मिलेगा
मीटर	meter
मीटिंग	Meeting
मीडियम	medium
मीडिया	Media
मीथेन	methane
मुंबई	mumbai
मुम्बई	mumbai
